T2M,PRECTOTCORR,WS2M,PS,RH2M,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,CLRSKY_SFC_PAR_TOT
29.03,0.07,1.41,94.4,59.0,305.0,38.27,1.25,6.15,353.08
29.53,0.07,1.04,94.3,57.12,366.8,46.46,1.62,8.7,398.4
29.86,0.08,0.56,94.17,56.12,365.65,46.65,1.71,9.3,421.85
29.85,0.08,0.14,94.06,56.06,329.83,42.3,1.5,7.73,405.8
29.72,0.06,0.37,93.97,56.81,269.42,34.76,1.11,5.58,351.95
29.21,0.05,1.03,93.94,60.25,174.25,22.77,0.59,3.15,266.15
28.12,0.06,1.4,93.97,68.5,96.98,12.82,0.23,1.12,161.5
26.54,0.07,1.39,94.04,78.75,33.38,4.42,0.03,0.15,55.52
23.4,0.06,1.0,94.46,93.75,28.45,3.39,0.03,0.15,54.8
24.43,0.07,0.8,94.51,88.5,76.52,9.02,0.17,0.88,145.6
25.75,0.07,0.82,94.54,81.25,147.6,17.77,0.48,2.55,246.7
26.89,0.07,0.9,94.55,74.75,235.73,29.02,0.93,4.58,339.02
27.64,0.08,0.95,94.5,70.75,279.15,34.77,1.24,6.45,397.45
28.27,0.08,1.01,94.4,67.75,232.85,27.28,0.95,5.12,366.5
28.33,0.07,1.17,94.32,66.75,219.42,25.67,0.86,4.42,340.95
28.11,0.07,1.47,94.26,67.56,193.5,21.8,0.66,3.33,283.27
27.55,0.06,1.66,94.24,70.62,141.27,15.84,0.38,1.98,199.02
26.68,0.05,1.59,94.25,75.94,76.17,8.51,0.14,0.7,111.8
25.59,0.05,1.12,94.28,84.69,23.9,2.75,0.02,0.08,37.08
22.98,0.13,1.16,94.5,95.81,33.52,3.88,0.03,0.17,54.35
23.4,0.18,1.41,94.57,93.38,98.4,11.43,0.22,1.08,144.62
24.29,0.23,1.56,94.57,89.38,173.27,20.53,0.55,2.92,246.3
25.48,0.23,1.79,94.53,83.69,256.9,30.98,0.99,4.9,334.3
26.46,0.27,2.11,94.44,78.0,321.35,39.55,1.4,7.33,393.25
27.08,0.3,2.17,94.36,74.31,318.75,39.63,1.44,7.77,410.75
27.25,0.34,2.26,94.3,73.31,282.5,35.26,1.24,6.35,389.1
26.92,0.3,2.54,94.25,74.94,225.75,27.84,0.89,4.45,328.4
26.32,0.26,2.69,94.21,77.94,141.83,17.48,0.45,2.38,240.17
25.56,0.29,2.48,94.2,82.06,75.67,9.37,0.16,0.8,137.02
24.63,0.27,1.74,94.23,88.31,23.5,2.9,0.02,0.1,43.98
22.24,0.07,1.43,94.45,94.75,52.38,5.95,0.05,0.25,56.17
23.31,0.09,1.55,94.49,90.62,137.45,15.1,0.28,1.38,143.55
24.87,0.07,1.63,94.51,82.56,231.88,26.56,0.68,3.48,243.95
26.74,0.05,1.53,94.48,73.38,297.38,35.77,1.11,5.85,332.23
28.15,0.03,1.41,94.4,66.88,358.67,44.22,1.52,8.3,389.3
29.2,0.02,1.35,94.29,61.56,398.17,51.59,1.87,10.33,431.05
29.58,0.01,1.31,94.2,59.12,340.05,43.73,1.54,8.15,406.1
29.66,0.02,1.24,94.13,58.06,267.42,33.82,1.06,5.45,345.38
29.34,0.03,1.09,94.09,59.0,162.5,20.53,0.53,2.75,254.48
28.65,0.06,0.99,94.08,62.44,88.98,11.23,0.2,1.0,147.77
27.25,0.07,0.88,94.11,72.75,26.17,3.05,0.02,0.1,48.23
22.5,0.1,1.88,94.34,94.62,44.5,5.52,0.05,0.25,68.62
23.76,0.12,2.11,94.36,89.62,116.05,14.38,0.29,1.45,170.25
25.4,0.12,2.13,94.39,81.19,190.8,24.13,0.68,3.62,279.1
26.61,0.17,1.84,94.38,74.69,249.65,32.26,1.09,5.3,364.98
27.24,0.19,1.57,94.33,71.56,338.1,43.09,1.59,8.38,417.0
27.71,0.23,1.46,94.25,69.5,333.17,40.52,1.5,8.2,406.77
27.91,0.28,1.41,94.17,68.75,312.27,38.16,1.35,7.0,386.2
27.75,0.33,1.43,94.11,69.88,254.65,31.03,0.99,5.0,329.85
27.05,0.36,1.58,94.09,74.12,190.8,23.03,0.59,3.12,243.42
26.06,0.42,1.53,94.1,81.25,110.88,13.16,0.23,1.12,139.25
24.9,0.35,1.34,94.14,89.38,42.35,5.01,0.03,0.15,45.98
22.88,0.15,1.31,94.42,95.31,46.5,5.74,0.05,0.27,71.77
23.84,0.19,1.49,94.45,91.56,122.4,15.34,0.31,1.55,180.6
25.05,0.23,1.59,94.46,84.94,210.42,26.88,0.76,4.05,289.4
26.05,0.26,1.47,94.42,78.5,303.08,38.79,1.3,6.48,374.2
26.76,0.31,1.3,94.35,74.94,349.08,45.52,1.68,8.92,427.05
27.15,0.33,1.12,94.26,73.0,372.58,49.69,1.87,10.23,446.38
27.3,0.34,1.0,94.17,72.31,309.77,42.11,1.53,7.95,423.7
27.15,0.29,1.02,94.11,73.69,284.55,37.4,1.22,6.17,365.15
26.73,0.3,1.06,94.09,76.88,223.62,28.57,0.74,3.88,276.5
26.1,0.3,0.89,94.09,82.62,128.45,15.99,0.28,1.35,167.1
25.26,0.28,0.67,94.11,88.69,42.48,5.32,0.03,0.17,57.25
23.31,0.34,1.03,94.41,95.94,58.9,7.21,0.07,0.35,80.85
24.12,0.5,1.26,94.44,92.94,146.85,18.39,0.38,1.88,192.92
25.14,0.54,1.19,94.47,88.19,240.92,30.88,0.86,4.5,300.38
26.22,0.56,0.93,94.45,81.94,352.1,45.8,1.52,7.95,383.25
27.09,0.59,0.69,94.4,76.44,370.1,49.64,1.84,9.92,434.88
27.76,0.57,0.45,94.31,72.12,331.83,44.41,1.7,9.3,445.75
28.24,0.43,0.23,94.24,69.19,301.15,40.58,1.48,7.73,419.73
28.31,0.39,0.44,94.17,68.31,261.33,34.2,1.12,5.7,358.38
27.96,0.39,0.81,94.14,70.31,139.45,19.04,0.53,2.8,268.85
27.18,0.35,1.1,94.13,76.0,61.83,8.1,0.15,0.73,157.73
26.0,0.29,0.95,94.17,84.25,6.92,0.98,0.01,0.02,52.38
23.22,0.17,1.28,94.48,95.81,54.35,6.99,0.07,0.35,80.55
24.07,0.18,1.53,94.54,93.0,127.98,16.55,0.34,1.75,192.67
25.2,0.18,1.59,94.57,87.31,211.6,27.6,0.8,4.33,301.48
26.44,0.16,1.46,94.56,79.69,303.75,39.62,1.35,6.7,385.02
27.51,0.12,1.21,94.5,73.19,361.27,47.98,1.8,9.55,438.05
28.3,0.11,1.02,94.41,69.0,347.45,46.88,1.78,9.77,452.67
28.81,0.11,1.07,94.31,66.25,284.8,38.82,1.43,7.38,427.45
28.96,0.14,1.39,94.24,65.44,272.65,36.03,1.19,5.98,366.3
28.65,0.22,1.69,94.19,67.19,205.38,26.56,0.7,3.73,272.83
27.76,0.22,1.91,94.2,72.19,119.3,14.78,0.26,1.27,160.7
26.41,0.2,1.66,94.24,81.25,41.95,5.09,0.03,0.15,53.45
23.17,0.1,1.96,94.46,95.06,50.12,6.35,0.06,0.33,85.17
24.42,0.12,2.35,94.51,90.0,129.17,16.57,0.34,1.7,201.48
26.05,0.13,2.41,94.55,81.31,186.8,24.73,0.71,3.85,307.7
27.38,0.14,2.19,94.53,74.69,279.1,38.05,1.31,6.48,389.55
28.34,0.17,1.92,94.46,70.94,364.42,48.63,1.82,9.67,438.8
29.01,0.2,1.68,94.36,68.5,384.5,50.08,1.92,10.55,446.12
29.32,0.26,1.48,94.26,67.31,270.95,37.39,1.37,7.17,421.7
29.19,0.29,1.48,94.17,67.56,296.17,38.26,1.23,6.35,361.4
28.64,0.28,1.6,94.14,70.19,223.48,27.92,0.72,3.75,270.08
27.72,0.26,1.66,94.15,75.69,141.5,16.58,0.28,1.38,158.38
26.4,0.26,1.28,94.2,84.75,46.2,5.41,0.03,0.15,51.58
22.85,0.18,1.9,94.44,95.81,53.75,6.6,0.07,0.33,75.62
23.62,0.17,2.17,94.5,92.75,133.4,16.66,0.34,1.73,183.12
24.72,0.15,2.31,94.51,86.44,213.38,26.95,0.77,4.2,288.3
25.87,0.12,2.19,94.5,79.56,310.45,39.3,1.34,6.62,372.02
26.8,0.17,1.88,94.42,75.38,342.05,44.37,1.64,8.75,422.25
27.34,0.2,1.61,94.32,73.44,351.8,45.49,1.73,9.5,436.67
27.39,0.25,1.35,94.22,73.56,298.73,39.64,1.45,7.45,416.17
27.1,0.31,1.16,94.14,75.38,254.05,33.34,1.1,5.55,357.65
26.75,0.23,1.07,94.1,77.94,119.85,16.22,0.44,2.3,270.33
26.21,0.27,1.02,94.12,82.06,38.8,5.45,0.1,0.5,164.2
25.44,0.23,0.84,94.16,87.75,12.05,1.69,0.01,0.05,55.88
23.32,0.18,1.74,94.45,95.94,45.77,5.91,0.06,0.3,86.02
24.19,0.21,1.87,94.5,92.81,107.95,14.05,0.3,1.48,200.48
24.92,0.23,2.0,94.53,87.62,189.9,25.68,0.75,4.05,307.52
25.42,0.26,1.86,94.5,83.56,216.1,30.17,1.05,5.17,391.5
25.87,0.31,1.74,94.42,81.12,268.92,37.3,1.41,7.42,440.8
26.01,0.35,1.58,94.32,80.31,339.4,44.52,1.7,9.25,439.8
25.98,0.33,1.4,94.23,81.25,315.62,41.96,1.52,7.95,414.38
25.65,0.33,1.12,94.16,83.31,284.52,36.46,1.18,6.0,353.15
25.3,0.32,0.86,94.13,85.81,201.35,25.47,0.66,3.52,262.52
24.93,0.35,0.85,94.14,88.75,105.73,13.48,0.24,1.17,154.88
24.39,0.31,0.72,94.2,93.31,31.52,3.8,0.02,0.12,50.9
22.09,0.19,1.82,94.66,95.31,45.38,5.77,0.06,0.3,86.38
23.07,0.17,2.0,94.72,91.5,103.9,13.98,0.3,1.48,201.6
24.17,0.2,1.98,94.75,85.62,172.45,23.57,0.69,3.7,308.38
25.38,0.26,1.77,94.7,80.0,246.9,33.62,1.16,5.7,388.8
26.44,0.49,1.49,94.62,75.69,312.1,41.79,1.55,8.25,436.75
27.32,0.97,1.38,94.52,72.31,324.6,43.41,1.66,9.02,448.12
27.6,1.29,1.43,94.44,70.94,312.55,41.52,1.52,7.8,421.45
27.48,0.94,1.59,94.39,71.81,289.27,37.3,1.21,6.12,359.73
27.0,0.45,1.73,94.39,75.0,202.6,25.98,0.68,3.6,269.23
26.37,0.17,1.76,94.4,79.38,128.48,15.71,0.27,1.35,159.05
25.51,0.08,1.36,94.43,85.88,44.42,5.46,0.03,0.15,51.9
22.7,0.01,1.66,94.68,95.5,31.2,4.34,0.05,0.25,86.33
23.44,0.01,2.16,94.71,91.94,81.85,11.34,0.26,1.27,199.5
24.41,0.01,2.78,94.74,85.62,119.0,16.7,0.5,2.7,304.98
24.81,0.02,2.74,94.76,81.56,153.7,21.82,0.77,3.8,382.45
24.94,0.03,2.29,94.75,81.56,220.05,30.75,1.16,6.15,431.27
24.99,0.04,1.92,94.67,82.0,175.23,25.05,0.96,5.23,442.5
25.15,0.04,1.58,94.58,82.12,126.17,17.89,0.66,3.42,417.05
25.3,0.05,1.25,94.52,82.12,106.4,15.36,0.52,2.62,355.58
25.25,0.06,0.97,94.5,83.25,112.6,15.7,0.44,2.3,263.42
24.88,0.07,0.69,94.5,86.38,55.48,7.83,0.15,0.73,152.75
24.39,0.08,0.34,94.51,91.38,21.92,2.86,0.02,0.1,50.33
21.99,0.02,1.9,94.71,92.5,50.85,6.44,0.06,0.33,93.55
23.43,0.01,2.08,94.75,85.69,123.77,16.57,0.34,1.75,210.77
25.0,0.03,1.92,94.77,79.06,212.62,28.51,0.82,4.4,317.33
26.23,0.04,1.71,94.74,74.69,301.62,40.82,1.39,7.0,398.27
27.03,0.05,1.59,94.67,71.94,316.85,43.92,1.64,8.75,447.05
27.6,0.07,1.61,94.57,70.19,325.12,44.55,1.69,9.17,450.52
27.98,0.07,1.7,94.47,69.12,331.15,43.84,1.59,8.27,422.65
28.08,0.07,1.83,94.39,69.0,316.33,40.11,1.29,6.55,358.12
27.69,0.08,1.98,94.35,70.94,237.17,29.16,0.73,3.7,263.77
26.97,0.07,2.03,94.35,74.94,134.8,15.74,0.26,1.25,152.12
25.77,0.07,1.63,94.38,82.69,46.25,5.41,0.03,0.15,48.62
22.49,0.04,2.32,94.65,92.44,45.27,5.8,0.06,0.3,82.5
23.83,0.05,2.75,94.7,85.25,113.52,14.07,0.28,1.4,193.6
25.43,0.04,2.84,94.71,76.75,188.17,24.45,0.7,3.67,300.5
26.73,0.04,2.84,94.66,71.19,242.08,32.67,1.11,5.48,382.25
27.54,0.04,2.79,94.57,68.19,294.98,39.22,1.45,7.62,430.77
27.93,0.05,2.75,94.47,66.94,327.23,43.08,1.6,8.7,439.62
27.98,0.06,2.68,94.37,66.69,317.5,41.8,1.49,7.62,414.75
27.78,0.07,2.56,94.29,67.12,240.58,31.37,1.01,5.08,355.25
27.2,0.08,2.4,94.28,69.94,162.23,21.64,0.57,2.92,266.05
26.4,0.08,2.28,94.31,74.56,38.52,5.46,0.1,0.5,156.8
25.24,0.08,1.72,94.36,82.25,15.02,2.1,0.02,0.05,50.9
21.25,0.02,1.34,94.67,93.81,40.55,5.19,0.05,0.25,76.7
21.96,0.02,1.46,94.74,90.94,107.48,13.67,0.28,1.4,181.05
22.87,0.02,1.5,94.79,85.88,182.15,23.52,0.66,3.58,285.08
23.79,0.02,1.35,94.78,80.5,251.23,32.55,1.08,5.33,366.38
24.55,0.04,1.1,94.72,76.19,284.85,36.95,1.34,7.08,414.9
25.05,0.05,0.79,94.64,73.62,329.2,42.59,1.56,8.45,425.73
25.4,0.07,0.37,94.55,72.12,320.08,41.12,1.45,7.45,403.02
25.71,0.08,0.24,94.47,71.12,262.92,33.8,1.07,5.42,346.48
25.76,0.1,0.59,94.43,71.5,189.4,24.23,0.62,3.25,260.98
25.53,0.11,0.82,94.42,73.88,111.83,14.03,0.23,1.15,153.08
24.85,0.1,0.76,94.44,79.5,38.05,4.71,0.03,0.12,49.08
20.88,0.02,1.27,94.72,95.38,52.67,6.66,0.07,0.33,82.3
22.69,0.02,0.91,94.77,88.62,129.8,16.52,0.34,1.7,192.88
24.85,0.02,0.75,94.78,77.38,204.75,26.4,0.74,3.92,293.88
26.83,0.02,0.46,94.75,67.19,296.75,38.3,1.27,6.33,371.77
28.31,0.01,0.16,94.66,60.81,353.1,45.3,1.62,8.65,413.33
29.32,0.01,0.27,94.53,57.06,415.2,56.8,2.14,11.67,465.88
29.73,0.01,0.5,94.42,54.94,397.58,54.58,1.97,10.23,442.65
29.76,0.01,0.63,94.33,54.06,380.85,50.55,1.58,8.23,383.48
29.42,0.01,0.83,94.28,54.69,289.17,36.92,0.91,4.55,294.0
28.67,0.01,1.13,94.28,58.44,180.45,21.38,0.34,1.65,183.23
27.17,0.01,1.11,94.32,68.81,65.02,7.0,0.03,0.17,65.3
21.32,0.07,1.34,94.66,93.31,67.9,8.45,0.09,0.4,92.77
23.52,0.04,1.62,94.72,85.88,152.38,19.46,0.39,1.95,208.95
25.79,0.08,1.7,94.74,75.5,247.2,32.42,0.9,4.67,315.92
27.42,0.1,1.69,94.7,68.19,322.85,43.54,1.44,7.42,397.35
28.51,0.12,1.73,94.62,63.94,418.45,55.91,2.02,10.9,445.38
29.09,0.19,1.83,94.52,61.81,413.15,55.09,2.02,11.0,448.52
29.29,0.23,1.94,94.43,61.0,368.67,49.23,1.72,9.1,423.23
29.05,0.3,1.98,94.35,61.56,313.7,40.89,1.27,6.52,364.48
28.48,0.37,1.97,94.32,63.56,216.23,27.56,0.69,3.48,276.1
27.4,0.42,2.04,94.34,69.12,133.1,16.2,0.26,1.27,166.45
26.0,0.5,1.8,94.39,78.81,43.1,5.15,0.03,0.12,55.7
22.28,0.09,0.96,94.71,96.25,40.1,5.27,0.05,0.27,95.17
22.79,0.1,1.24,94.74,93.94,110.98,14.85,0.3,1.5,209.65
23.37,0.06,1.27,94.77,90.38,179.02,24.55,0.7,3.73,314.15
24.17,0.04,1.36,94.75,84.81,214.77,29.6,1.0,4.92,393.45
25.12,0.03,1.25,94.67,78.38,255.92,35.67,1.29,6.67,439.83
25.85,0.01,1.0,94.59,73.31,284.7,39.1,1.43,7.7,449.67
26.29,0.02,0.8,94.49,70.56,238.8,32.89,1.16,5.9,424.9
26.46,0.02,0.73,94.42,69.56,246.83,33.12,1.05,5.27,364.98
26.35,0.04,0.79,94.38,70.19,163.1,22.11,0.57,2.95,275.6
25.85,0.06,0.95,94.38,74.06,75.05,10.13,0.17,0.83,164.9
24.82,0.09,0.82,94.41,82.81,14.92,2.12,0.02,0.05,53.98
21.85,0.13,0.87,94.59,95.69,50.12,6.44,0.07,0.33,90.55
22.81,0.13,1.21,94.62,93.38,112.42,15.05,0.31,1.55,203.12
24.07,0.11,1.62,94.61,87.56,182.65,24.84,0.71,3.77,307.9
25.43,0.08,1.95,94.57,79.75,243.58,33.34,1.12,5.55,388.12
26.51,0.16,2.13,94.51,72.75,294.12,40.2,1.46,7.67,435.38
27.07,0.19,2.22,94.43,69.31,315.67,42.47,1.56,8.42,441.62
27.51,0.22,2.3,94.35,67.19,283.27,38.22,1.35,6.92,416.3
27.51,0.38,2.34,94.3,66.88,250.2,33.12,1.03,5.27,355.0
26.99,0.43,2.33,94.27,69.31,207.5,26.34,0.66,3.33,263.65
26.0,0.57,2.1,94.27,74.75,130.88,15.65,0.25,1.23,153.67
24.77,0.51,1.49,94.31,84.12,38.98,4.7,0.02,0.12,49.3
21.99,0.1,1.18,94.52,95.31,70.08,8.39,0.09,0.42,83.23
23.44,0.11,1.32,94.56,89.19,172.1,20.52,0.41,2.0,190.88
25.14,0.07,1.51,94.58,80.88,273.12,33.85,0.91,4.75,294.52
26.94,0.08,1.54,94.55,72.06,342.42,43.84,1.42,7.38,374.92
27.97,0.12,1.45,94.47,67.5,366.27,47.84,1.73,9.25,423.33
28.4,0.15,1.41,94.38,65.31,384.7,47.73,1.68,9.27,405.35
28.5,0.16,1.47,94.29,64.25,323.0,39.62,1.34,7.02,376.98
28.3,0.17,1.59,94.23,64.69,271.6,33.02,1.0,5.12,316.15
27.87,0.24,1.68,94.19,66.75,192.4,22.62,0.54,2.73,226.27
27.04,0.37,1.68,94.2,72.19,104.25,12.0,0.19,0.92,123.88
25.69,0.3,1.38,94.25,82.56,29.7,3.55,0.02,0.1,38.45
22.33,0.24,1.85,94.52,94.81,63.42,7.52,0.08,0.38,76.6
23.18,0.22,2.22,94.57,90.75,149.4,17.9,0.37,1.85,180.15
24.44,0.17,2.34,94.58,83.19,234.95,28.82,0.8,4.38,283.6
26.02,0.28,2.17,94.53,75.06,319.62,40.14,1.33,6.73,365.5
26.92,0.45,1.85,94.47,71.44,361.0,46.16,1.66,8.98,415.08
27.48,0.63,1.65,94.37,70.06,363.42,47.78,1.78,9.75,441.08
27.48,0.81,1.55,94.28,70.25,326.98,43.19,1.53,8.0,412.95
27.28,0.94,1.58,94.23,71.38,261.48,33.61,1.05,5.42,348.45
26.87,0.9,1.59,94.21,73.44,167.73,21.54,0.55,2.83,257.58
26.15,0.87,1.44,94.22,78.12,72.35,9.63,0.17,0.85,150.0
25.05,0.84,1.09,94.27,85.81,6.88,0.92,0.01,0.02,47.4
22.28,0.23,1.33,94.51,95.81,54.7,6.87,0.08,0.38,95.35
23.12,0.26,1.45,94.56,93.0,123.55,16.16,0.34,1.73,210.58
24.29,0.33,1.3,94.57,87.94,202.62,27.12,0.79,4.2,316.4
25.57,0.34,0.95,94.54,81.5,349.67,46.2,1.56,8.1,396.67
26.42,0.38,0.6,94.48,77.31,434.38,58.16,2.12,11.73,444.42
26.98,0.39,0.29,94.4,75.0,438.6,59.29,2.22,12.33,458.25
27.32,0.38,0.2,94.31,73.62,390.6,52.38,1.88,10.0,430.88
27.39,0.39,0.43,94.26,73.19,329.05,43.12,1.37,7.1,368.67
27.3,0.33,0.56,94.23,73.88,237.67,30.09,0.76,3.85,276.62
26.95,0.32,0.52,94.24,77.81,153.8,18.16,0.29,1.42,164.77
26.38,0.26,0.54,94.29,80.38,49.38,5.66,0.03,0.15,53.85
23.09,0.24,0.61,94.58,95.5,17.6,2.41,0.03,0.12,90.45
24.66,0.3,0.8,94.65,89.88,45.67,6.32,0.14,0.67,204.0
25.83,0.36,1.28,94.68,82.06,124.67,17.52,0.52,2.75,310.35
26.57,0.42,1.27,94.66,78.0,266.67,35.95,1.23,6.05,391.38
27.39,0.48,1.19,94.61,74.06,268.7,36.91,1.36,7.17,438.58
27.85,0.5,1.13,94.53,71.31,352.83,49.14,1.88,10.1,468.9
28.19,0.47,1.22,94.44,69.38,333.23,46.16,1.68,8.58,440.83
28.2,0.47,1.33,94.35,68.5,260.38,36.27,1.17,5.98,379.5
27.87,0.51,1.31,94.31,70.19,204.45,27.74,0.72,3.75,287.6
27.15,0.53,1.05,94.31,75.81,138.88,17.53,0.29,1.42,173.4
26.25,0.57,1.02,94.36,80.31,51.08,5.89,0.03,0.15,56.95
21.26,0.04,0.83,94.48,97.81,10.98,1.39,0.01,0.02,12.48
22.61,0.04,1.04,94.55,94.75,67.23,8.23,0.09,0.42,97.33
24.58,0.07,1.11,94.62,86.56,148.05,18.84,0.39,1.92,214.0
26.45,0.05,1.16,94.64,76.56,263.62,34.23,0.96,4.95,319.5
27.69,0.05,1.04,94.62,70.44,345.48,46.22,1.54,8.05,398.67
28.8,0.08,0.87,94.56,66.44,419.48,56.24,2.05,11.15,446.0
29.6,0.09,0.73,94.45,63.62,449.73,60.8,2.25,12.45,458.88
29.93,0.11,0.6,94.34,62.25,382.35,51.74,1.83,9.8,432.3
29.82,0.14,0.55,94.27,62.38,341.65,44.93,1.4,7.25,370.48
29.3,0.21,0.63,94.23,65.19,257.5,32.7,0.8,4.05,280.42
28.68,0.23,0.72,94.23,71.0,157.42,18.66,0.29,1.42,169.38
27.3,0.26,0.83,94.27,77.31,50.65,5.72,0.03,0.15,55.9
22.83,0.55,1.26,94.56,96.94,72.8,9.21,0.09,0.48,100.38
23.39,0.64,1.4,94.62,95.56,159.45,20.62,0.43,2.15,216.05
24.07,0.67,1.65,94.65,93.12,245.5,32.5,0.92,4.95,320.65
24.73,0.72,1.73,94.66,89.44,327.48,43.57,1.47,7.27,400.12
25.49,0.74,1.83,94.61,85.25,364.73,49.39,1.8,9.52,447.23
26.23,0.68,1.97,94.52,80.62,332.73,42.55,1.55,8.3,424.75
26.7,0.63,2.02,94.44,77.44,303.02,39.04,1.36,6.9,401.2
26.66,0.5,1.99,94.38,77.0,267.05,34.12,1.05,5.38,340.0
26.05,0.48,1.88,94.35,80.81,193.62,24.52,0.6,3.12,252.27
25.28,0.45,1.59,94.37,86.56,122.52,14.91,0.23,1.15,148.2
24.44,0.41,1.12,94.41,92.62,38.8,4.7,0.02,0.12,47.38
21.76,0.09,0.65,94.53,98.69,10.42,1.31,0.01,0.02,12.92
22.75,0.09,1.34,94.58,96.31,85.08,10.03,0.1,0.5,99.0
23.6,0.11,1.67,94.61,93.06,195.33,23.98,0.48,2.38,214.58
24.69,0.1,1.84,94.63,87.56,302.73,38.9,1.06,5.5,321.73
26.08,0.08,1.8,94.61,80.19,388.1,51.51,1.68,8.83,401.2
27.08,0.1,1.61,94.55,75.19,441.75,59.61,2.12,11.58,447.3
27.69,0.14,1.33,94.47,72.56,451.2,61.03,2.22,12.17,457.35
27.98,0.16,1.08,94.39,71.31,386.75,52.41,1.83,9.6,429.27
27.92,0.21,0.88,94.34,71.31,324.73,42.94,1.32,6.77,366.58
27.55,0.29,0.85,94.31,73.25,255.9,32.2,0.77,3.9,274.98
26.9,0.34,0.8,94.31,79.12,150.35,17.85,0.27,1.35,162.58
26.1,0.32,0.81,94.34,83.38,47.33,5.52,0.03,0.12,52.05
21.76,0.51,0.72,94.55,97.94,11.02,1.43,0.01,0.02,13.52
22.76,0.75,1.28,94.61,95.06,58.65,7.72,0.09,0.42,102.2
23.7,1.07,1.35,94.66,92.44,132.15,17.81,0.38,1.9,216.95
24.81,1.21,1.41,94.68,88.31,201.27,27.45,0.79,4.25,319.85
25.73,1.26,1.4,94.65,84.19,234.25,32.69,1.11,5.48,397.65
26.62,1.26,1.23,94.58,80.25,270.15,37.76,1.38,7.25,443.08
27.17,1.37,0.94,94.49,76.81,307.58,43.95,1.65,8.83,465.85
27.41,1.45,0.7,94.42,74.88,292.1,41.43,1.48,7.52,439.17
26.99,1.32,0.7,94.38,77.31,248.23,34.72,1.11,5.65,377.52
26.34,1.08,0.64,94.38,82.25,134.35,18.8,0.48,2.5,285.9
25.77,0.81,0.48,94.4,85.88,53.65,7.64,0.13,0.65,173.23
25.14,0.59,0.35,94.45,89.25,19.7,2.8,0.02,0.08,57.33
21.95,0.4,0.63,94.66,98.5,13.52,1.7,0.01,0.02,13.83
22.86,0.46,1.28,94.75,96.44,48.62,6.47,0.07,0.35,103.15
23.44,0.53,1.45,94.82,94.25,113.92,15.53,0.34,1.7,216.73
24.11,0.49,1.46,94.85,90.81,159.25,22.65,0.66,3.52,318.65
24.93,0.5,1.24,94.83,86.44,309.5,41.98,1.42,7.02,396.95
25.73,0.6,0.96,94.77,82.06,370.98,49.94,1.84,9.67,441.65
26.2,0.6,0.8,94.68,79.12,359.85,45.62,1.66,8.9,417.6
26.15,0.66,0.7,94.59,78.0,327.3,41.09,1.43,7.25,389.35
26.15,0.68,0.54,94.52,77.62,259.42,32.39,1.0,5.1,327.67
26.09,0.62,0.34,94.5,77.69,179.7,22.34,0.55,2.83,237.05
25.74,0.62,0.18,94.51,80.44,96.83,11.98,0.2,0.95,134.08
25.37,0.55,0.26,94.55,80.56,31.73,3.91,0.02,0.1,41.12
22.83,0.34,0.36,94.76,93.88,50.67,6.7,0.08,0.38,94.05
24.17,0.41,0.47,94.8,88.44,114.17,15.54,0.34,1.7,205.5
25.19,0.46,0.87,94.8,84.44,187.85,25.61,0.74,4.0,311.65
25.9,0.4,0.99,94.74,80.62,310.15,41.3,1.39,7.02,389.62
26.63,0.3,1.12,94.67,76.5,370.4,49.84,1.83,9.7,435.52
27.24,0.25,1.24,94.57,73.25,396.92,49.85,1.74,9.6,402.8
27.1,0.22,1.14,94.49,73.38,367.48,45.73,1.52,8.17,375.4
26.66,0.18,0.89,94.44,76.19,290.12,35.21,1.05,5.42,312.85
26.36,0.13,0.71,94.43,78.69,209.75,24.85,0.58,2.9,222.85
26.0,0.09,0.54,94.43,82.19,117.45,13.54,0.2,1.0,122.77
25.47,0.03,0.44,94.47,85.62,32.7,4.02,0.02,0.1,38.05
21.33,0.04,0.55,94.6,97.5,11.98,1.53,0.01,0.02,13.08
22.49,0.07,0.88,94.64,93.62,59.02,7.67,0.09,0.42,94.73
23.93,0.16,0.64,94.66,88.94,135.02,17.66,0.38,1.95,206.0
25.86,0.24,0.33,94.65,79.44,216.95,28.59,0.84,4.48,307.38
27.14,0.28,0.95,94.6,73.5,331.45,43.79,1.48,7.55,385.83
27.79,0.34,1.15,94.52,71.62,383.45,51.15,1.86,10.12,432.33
28.13,0.36,1.18,94.42,71.19,336.67,42.7,1.55,8.42,407.67
27.75,0.37,0.99,94.34,73.12,297.88,37.76,1.32,6.73,380.6
27.48,0.38,0.7,94.28,75.19,249.15,30.91,0.94,4.85,315.48
27.28,0.35,0.41,94.26,77.12,178.52,21.49,0.52,2.6,224.7
26.89,0.33,0.1,94.28,79.06,107.35,12.43,0.2,0.95,122.08
26.2,0.36,0.21,94.31,82.62,33.0,3.97,0.02,0.1,38.42
23.15,0.33,1.52,94.56,95.69,48.35,5.74,0.07,0.33,74.15
24.08,0.5,1.8,94.63,92.69,109.17,13.12,0.28,1.4,170.67
25.11,0.61,2.13,94.63,88.06,172.55,21.14,0.61,3.3,269.17
26.12,0.61,2.07,94.61,82.56,233.17,28.8,0.96,4.75,348.55
