T2M,PRECTOTCORR,WS2M,PS,RH2M,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,CLRSKY_SFC_PAR_TOT
26.2,3.52,1.22,94.58,80.12,351.05,48.95,1.84,10.0,455.77
26.44,3.43,1.26,94.52,78.0,340.0,47.64,1.81,9.75,457.75
25.74,3.24,1.2,94.46,80.19,324.85,44.91,1.6,8.05,423.83
25.11,3.1,1.21,94.42,84.12,252.17,34.63,1.08,5.77,354.25
24.65,3.12,1.11,94.39,87.38,180.42,24.42,0.58,2.98,255.45
24.24,2.85,0.72,94.39,90.56,99.3,12.73,0.18,0.9,139.67
23.73,2.05,0.45,94.4,92.75,23.92,3.03,0.01,0.05,31.48
20.81,0.21,0.46,94.58,97.0,16.35,2.11,0.01,0.02,22.67
22.23,0.29,0.48,94.65,94.19,64.2,8.53,0.11,0.52,121.52
23.88,0.35,0.59,94.71,87.12,133.75,18.03,0.41,2.05,239.9
25.11,0.41,0.7,94.74,81.12,211.52,29.3,0.89,4.7,342.6
25.77,0.42,0.86,94.72,76.31,292.88,40.59,1.41,7.17,414.45
25.66,0.37,1.01,94.66,75.81,347.83,48.12,1.78,9.48,452.88
26.05,0.28,0.93,94.56,75.06,356.58,50.16,1.88,10.05,464.62
26.38,0.23,0.94,94.48,73.75,371.92,51.08,1.77,9.3,429.62
26.58,0.19,0.97,94.41,73.19,281.45,38.59,1.17,6.1,360.95
26.73,0.16,0.99,94.38,72.56,210.17,27.5,0.62,3.12,263.38
26.55,0.15,0.85,94.37,73.12,120.3,14.36,0.19,0.92,146.27
25.96,0.16,0.6,94.4,77.0,29.73,3.46,0.01,0.05,33.25
20.98,0.02,0.41,94.62,96.12,15.75,2.06,0.01,0.02,24.7
22.18,0.02,0.6,94.68,94.31,56.25,7.99,0.1,0.5,129.25
23.7,0.03,0.64,94.72,89.12,116.7,16.77,0.38,1.9,245.33
25.2,0.03,0.66,94.73,82.5,193.5,27.57,0.82,4.33,344.52
26.45,0.03,0.71,94.69,76.62,285.02,39.77,1.36,6.75,415.75
27.15,0.02,0.76,94.6,72.75,310.73,44.32,1.6,8.48,451.77
27.59,0.03,0.87,94.5,70.62,354.75,50.09,1.82,9.62,460.55
27.53,0.04,0.95,94.42,69.62,308.75,43.41,1.48,7.55,423.92
27.33,0.07,0.97,94.37,70.0,264.42,35.86,1.05,5.45,353.98
26.91,0.11,0.96,94.34,72.75,167.0,22.46,0.51,2.52,255.88
26.38,0.11,0.78,94.36,77.5,91.17,11.53,0.15,0.73,138.75
25.86,0.12,0.69,94.38,80.31,15.58,1.97,0.01,0.02,30.23
21.22,0.07,0.68,94.52,98.81,16.83,2.2,0.01,0.02,23.75
22.06,0.09,1.11,94.56,96.5,59.2,8.13,0.1,0.5,126.0
22.72,0.1,1.08,94.58,94.31,127.2,17.91,0.41,2.05,242.25
23.4,0.12,0.86,94.6,91.31,139.5,20.35,0.6,3.17,341.8
24.12,0.14,0.5,94.6,87.75,200.05,29.11,1.0,4.98,413.62
24.71,0.17,0.36,94.53,84.69,276.7,39.27,1.45,7.52,451.73
25.27,0.2,0.38,94.46,82.19,316.62,45.3,1.69,8.83,464.17
25.71,0.2,0.4,94.38,80.19,329.48,46.21,1.58,8.08,427.35
25.93,0.2,0.33,94.31,79.5,284.62,38.55,1.13,5.85,357.58
25.79,0.18,0.3,94.28,80.19,206.2,26.92,0.59,2.98,259.48
25.49,0.15,0.37,94.27,82.56,114.0,13.83,0.17,0.85,142.55
25.03,0.12,0.37,94.3,85.88,28.27,3.27,0.01,0.05,31.38
21.93,0.27,0.18,94.41,95.69,21.33,2.66,0.01,0.05,25.27
23.01,0.22,0.3,94.47,94.19,58.88,7.98,0.1,0.5,131.05
24.35,0.24,0.59,94.52,89.56,124.0,17.32,0.4,2.0,247.7
25.58,0.28,1.04,94.53,84.88,190.73,27.12,0.82,4.35,347.48
26.62,0.3,1.36,94.47,79.38,264.95,37.92,1.3,6.55,417.58
27.29,0.3,1.53,94.38,76.06,332.38,46.45,1.71,8.95,455.8
27.74,0.28,1.56,94.27,74.19,342.08,48.54,1.78,9.38,460.67
28.02,0.26,1.54,94.18,72.81,296.98,42.02,1.45,7.33,425.7
27.97,0.25,1.49,94.13,72.69,257.75,35.54,1.05,5.5,357.67
27.71,0.25,1.32,94.12,74.31,193.27,25.75,0.58,2.9,261.08
27.33,0.23,0.86,94.13,78.38,95.55,12.47,0.16,0.8,145.67
26.39,0.21,0.68,94.17,82.81,21.9,2.86,0.01,0.05,32.62
22.71,0.11,0.64,94.47,96.44,15.12,2.22,0.03,0.15,135.08
23.55,0.13,0.86,94.56,93.75,26.62,3.9,0.09,0.42,251.75
24.41,0.21,0.85,94.61,90.69,45.27,6.88,0.2,1.05,349.92
25.14,0.32,0.79,94.61,86.44,118.0,17.95,0.62,3.08,419.73
25.62,0.56,0.84,94.56,82.94,172.23,25.64,0.94,4.85,456.25
25.78,0.72,0.76,94.5,81.12,194.83,28.74,1.05,5.42,457.35
25.8,0.88,0.64,94.44,80.44,242.42,34.58,1.19,5.9,420.98
25.69,0.94,0.66,94.4,80.56,218.02,30.62,0.91,4.8,351.2
25.66,0.76,0.73,94.37,80.69,163.38,22.38,0.51,2.6,252.23
25.42,0.54,0.77,94.34,81.81,87.05,11.57,0.16,0.75,135.77
24.76,0.33,0.71,94.33,86.25,18.52,2.5,0.01,0.05,28.45
21.37,0.16,0.68,94.49,98.69,16.5,2.11,0.01,0.02,23.15
22.4,0.11,1.3,94.52,96.69,73.62,9.51,0.12,0.6,121.65
23.28,0.11,1.28,94.58,94.19,142.25,19.3,0.44,2.25,237.23
24.39,0.13,1.01,94.62,89.88,204.48,28.28,0.84,4.52,337.73
25.4,0.29,0.69,94.63,84.94,207.77,29.92,1.06,5.27,409.9
26.21,0.49,0.67,94.58,81.06,208.27,30.5,1.16,5.98,447.85
26.75,0.7,0.81,94.51,78.44,190.15,27.53,1.02,5.3,437.2
27.05,0.79,0.84,94.43,76.5,152.2,21.95,0.77,3.88,401.98
27.11,0.86,0.74,94.38,75.88,88.95,13.11,0.41,2.17,332.85
26.86,0.9,0.61,94.35,77.06,67.0,9.69,0.23,1.15,235.62
26.4,0.82,0.45,94.36,81.12,44.35,6.16,0.09,0.42,123.62
25.74,0.86,0.36,94.38,82.69,11.83,1.53,0.01,0.02,24.67
21.45,0.19,0.67,94.57,98.56,14.75,1.94,0.01,0.02,23.88
22.41,0.23,1.35,94.6,96.94,64.15,8.66,0.12,0.55,124.45
23.17,0.26,1.54,94.62,95.06,119.2,16.74,0.39,1.98,239.92
24.19,0.2,1.29,94.62,91.25,202.9,28.2,0.84,4.48,338.77
25.45,0.2,0.76,94.6,83.81,307.48,42.21,1.45,7.23,409.6
26.57,0.18,0.57,94.55,77.0,328.83,45.41,1.66,8.77,445.65
27.31,0.19,0.48,94.47,73.12,324.45,45.16,1.66,8.7,447.02
27.69,0.24,0.26,94.43,70.75,290.33,40.2,1.38,6.88,410.7
27.71,0.32,0.18,94.38,69.94,244.08,33.2,0.99,5.3,340.17
27.44,0.38,0.37,94.38,70.81,155.62,21.12,0.48,2.48,242.58
27.03,0.36,0.3,94.37,73.69,81.9,10.6,0.14,0.7,127.7
26.08,0.37,0.09,94.4,76.62,16.02,2.07,0.01,0.02,25.62
21.21,0.21,0.56,94.66,97.62,18.55,2.41,0.01,0.02,22.83
22.82,0.22,0.81,94.72,94.81,56.05,7.7,0.1,0.5,122.2
24.14,0.28,0.74,94.75,89.94,118.33,16.47,0.38,1.9,237.83
25.22,0.28,0.72,94.76,84.88,182.52,25.81,0.77,4.1,337.0
26.26,0.28,0.81,94.71,78.75,237.5,33.39,1.14,5.65,408.17
26.82,0.28,0.82,94.62,74.94,277.4,38.94,1.41,7.3,445.45
27.07,0.27,0.81,94.52,73.12,319.7,44.88,1.63,8.5,451.88
26.94,0.29,0.85,94.42,73.06,336.02,46.15,1.55,7.98,415.55
26.66,0.32,0.88,94.35,74.88,282.2,37.71,1.09,5.6,346.33
26.28,0.32,0.81,94.33,78.19,215.12,27.2,0.58,2.88,249.17
25.83,0.32,0.71,94.34,82.44,116.67,13.59,0.16,0.8,134.08
25.05,0.31,0.6,94.37,87.19,25.12,2.97,0.01,0.05,27.58
21.32,0.09,0.5,94.52,98.19,18.25,2.35,0.01,0.05,25.73
22.57,0.07,0.83,94.59,95.81,71.25,9.5,0.12,0.62,129.65
23.63,0.07,0.94,94.66,92.0,143.38,19.72,0.45,2.3,245.4
24.73,0.07,0.85,94.69,87.0,238.12,32.68,0.98,5.17,342.25
25.81,0.09,0.74,94.67,81.5,289.62,40.3,1.39,6.95,412.73
26.64,0.09,0.72,94.6,76.88,319.27,44.73,1.65,8.62,448.85
27.11,0.07,0.77,94.51,73.81,276.05,36.59,1.33,6.95,417.52
27.37,0.07,0.89,94.43,71.94,254.88,33.55,1.12,5.73,381.0
27.31,0.06,1.07,94.36,71.56,179.62,23.74,0.7,3.67,312.52
27.01,0.06,1.24,94.33,72.56,123.73,16.24,0.36,1.85,216.23
26.29,0.04,1.36,94.34,76.69,55.83,7.35,0.09,0.48,106.88
25.15,0.03,1.04,94.38,84.56,10.45,1.38,0.01,0.02,20.9
20.84,0.07,0.72,94.6,98.81,11.67,1.55,0.01,0.02,20.6
22.08,0.06,1.51,94.65,94.44,50.52,6.71,0.09,0.42,105.45
23.19,0.05,1.69,94.68,89.44,120.2,16.07,0.36,1.85,216.3
24.53,0.03,1.73,94.7,83.0,218.55,28.82,0.84,4.5,314.8
25.75,0.01,1.7,94.66,76.88,263.58,35.44,1.19,6.0,383.8
25.44,0.01,0.91,94.36,76.69,25.38,2.98,0.01,0.05,28.02
20.87,0.03,0.85,94.52,99.12,22.7,2.91,0.01,0.05,28.33
22.4,0.04,1.68,94.58,92.88,94.1,11.86,0.16,0.77,139.6
23.72,0.04,1.91,94.64,86.5,189.55,24.88,0.56,2.83,258.0
24.95,0.05,1.92,94.67,80.62,249.73,34.84,1.05,5.62,356.9
25.93,0.06,1.9,94.65,76.69,315.42,44.8,1.58,8.02,426.48
26.61,0.06,1.94,94.56,74.44,380.88,53.57,1.99,10.77,462.48
27.15,0.06,1.93,94.46,72.62,418.58,57.38,2.12,11.48,457.45
27.5,0.06,1.86,94.37,70.94,366.05,50.0,1.73,9.0,421.7
27.56,0.04,1.82,94.3,69.88,275.85,37.45,1.11,5.83,351.85
27.29,0.05,1.82,94.26,70.88,215.25,27.48,0.6,3.0,253.88
26.61,0.05,1.75,94.27,74.44,123.6,14.36,0.18,0.88,137.6
25.41,0.05,1.25,94.33,82.44,25.38,2.95,0.01,0.05,27.95
20.94,0.04,1.28,94.5,97.38,20.6,2.7,0.01,0.05,26.08
22.01,0.05,1.93,94.55,93.94,73.9,9.65,0.12,0.6,128.83
23.04,0.07,2.33,94.61,89.81,152.48,20.66,0.46,2.33,242.42
24.0,0.08,2.41,94.64,84.75,220.65,30.35,0.89,4.67,339.73
24.74,0.07,2.28,94.63,80.62,248.83,35.73,1.23,6.1,409.67
25.28,0.09,2.13,94.57,77.81,291.6,41.47,1.52,7.83,445.0
25.63,0.09,2.04,94.48,76.25,334.65,46.2,1.67,8.77,444.05
25.73,0.1,1.98,94.39,75.75,264.27,37.34,1.28,6.35,407.38
25.58,0.12,1.87,94.32,76.69,211.4,29.5,0.88,4.62,335.02
25.2,0.15,1.68,94.3,79.44,126.35,18.27,0.44,2.2,238.73
24.61,0.16,1.41,94.31,84.25,62.9,8.88,0.12,0.6,124.75
20.4,0.02,0.77,94.49,98.75,23.83,2.98,0.01,0.05,26.25
21.75,0.03,1.41,94.56,93.94,97.2,12.29,0.16,0.75,132.38
23.01,0.03,1.44,94.62,88.06,193.15,25.33,0.56,2.83,248.5
24.51,0.03,1.42,94.66,80.5,278.98,37.73,1.11,5.88,347.38
25.65,0.04,1.46,94.63,75.25,260.45,37.83,1.3,6.5,418.42
26.37,0.05,1.45,94.55,72.62,328.1,46.61,1.7,8.85,454.38
26.65,0.07,1.36,94.46,71.56,355.25,49.71,1.82,9.5,454.52
26.76,0.09,1.28,94.37,71.25,305.67,42.53,1.44,7.38,417.52
26.73,0.13,1.2,94.3,71.75,270.8,36.74,1.06,5.6,347.08
26.5,0.13,1.17,94.27,73.12,197.95,25.64,0.55,2.8,248.55
26.03,0.11,1.15,94.27,76.06,103.2,12.66,0.16,0.75,132.25
25.09,0.12,0.88,94.29,83.38,21.4,2.66,0.01,0.05,25.77
20.84,0.07,0.77,94.47,98.44,13.75,1.91,0.01,0.02,27.15
22.01,0.08,1.43,94.53,95.06,68.42,9.47,0.12,0.62,133.88
23.23,0.09,1.58,94.58,90.81,132.02,18.83,0.43,2.17,249.35
24.71,0.08,1.6,94.6,84.19,166.85,24.39,0.75,3.98,347.2
26.06,0.09,1.53,94.58,77.94,242.17,35.02,1.2,5.98,416.25
26.87,0.13,1.49,94.51,74.5,304.05,43.3,1.59,8.17,451.65
27.19,0.16,1.55,94.41,73.0,355.12,49.29,1.79,9.27,450.7
27.37,0.19,1.64,94.31,72.5,327.3,44.95,1.52,7.65,412.83
27.3,0.21,1.64,94.23,72.5,266.7,35.99,1.05,5.52,343.9
26.81,0.22,1.57,94.2,75.25,169.48,22.78,0.5,2.52,247.02
26.02,0.26,1.35,94.23,80.94,83.92,10.82,0.13,0.65,132.73
24.96,0.3,1.09,94.29,87.94,19.5,2.44,0.01,0.02,25.98
21.05,0.41,1.49,94.56,97.44,17.92,2.43,0.01,0.02,28.27
21.4,0.35,1.89,94.63,96.25,48.45,7.09,0.09,0.48,137.5
22.16,0.41,2.23,94.67,94.38,112.95,16.68,0.4,2.0,254.85
23.3,0.5,2.66,94.66,90.44,168.58,24.85,0.77,4.08,352.45
24.48,0.51,2.83,94.62,85.44,245.05,35.49,1.24,6.15,421.15
25.38,0.51,2.81,94.55,81.5,303.48,43.27,1.6,8.25,456.12
25.63,0.63,2.84,94.48,79.75,345.48,47.48,1.73,9.0,446.88
25.58,0.76,2.9,94.42,79.44,296.88,41.18,1.4,6.95,409.15
25.15,0.8,2.83,94.39,80.88,226.4,31.01,0.91,4.85,336.58
24.47,0.7,2.67,94.41,84.25,132.05,18.09,0.41,2.02,238.58
23.59,0.58,2.39,94.45,89.0,64.65,8.55,0.11,0.52,124.3
22.67,0.47,1.93,94.5,93.62,9.67,1.31,0.01,0.02,23.38
20.08,0.64,0.66,94.65,98.25,14.2,1.98,0.01,0.02,27.05
21.01,0.42,1.23,94.72,96.25,57.0,7.84,0.1,0.5,132.4
21.93,0.35,1.36,94.79,93.75,112.7,16.18,0.37,1.88,247.08
22.76,0.34,1.54,94.83,90.31,184.25,26.38,0.79,4.17,344.05
23.44,0.48,1.64,94.83,87.06,227.55,32.8,1.12,5.5,412.67
23.97,0.66,1.71,94.77,84.25,267.65,38.51,1.4,7.12,448.3
24.26,0.8,1.71,94.7,82.38,267.45,38.28,1.38,7.08,446.95
24.37,0.91,1.66,94.61,81.81,270.85,38.03,1.28,6.33,408.95
24.31,0.98,1.62,94.55,82.0,170.27,24.07,0.7,3.7,337.12
24.02,0.91,1.51,94.51,84.25,151.23,20.59,0.45,2.27,236.98
23.59,0.73,1.28,94.51,88.5,75.23,9.85,0.12,0.6,122.35
22.9,0.57,0.89,94.53,93.69,15.23,1.87,0.01,0.02,22.88
19.35,0.12,0.86,94.69,98.0,15.67,2.16,0.01,0.02,26.48
20.11,0.12,1.5,94.74,95.69,59.67,8.34,0.11,0.55,130.4
21.02,0.19,1.63,94.79,91.75,123.4,17.13,0.39,1.98,245.4
22.14,0.28,1.63,94.83,86.75,181.6,25.99,0.77,4.15,343.67
23.29,0.32,1.54,94.82,81.62,251.73,36.02,1.23,6.12,412.95
24.3,0.36,1.54,94.74,77.88,282.48,40.55,1.47,7.58,449.12
25.01,0.34,1.62,94.64,75.62,272.2,38.2,1.38,7.02,435.45
25.4,0.31,1.69,94.54,74.62,281.0,38.66,1.3,6.42,399.52
25.46,0.3,1.7,94.46,74.44,231.27,31.35,0.91,4.83,329.48
25.23,0.29,1.66,94.41,75.06,150.0,19.54,0.42,2.1,231.08
24.58,0.28,1.6,94.4,77.69,79.92,9.83,0.12,0.58,119.67
23.55,0.24,1.23,94.41,84.31,17.52,2.22,0.01,0.02,22.3
19.45,0.09,0.64,94.6,98.19,15.6,2.16,0.01,0.05,27.58
20.94,0.08,1.01,94.67,95.19,40.58,5.78,0.08,0.38,133.33
22.76,0.13,1.04,94.72,90.88,82.12,12.22,0.29,1.45,248.35
24.33,0.13,1.0,94.74,84.62,115.3,17.33,0.53,2.8,345.92
25.73,0.14,0.76,94.71,78.06,197.05,28.81,1.01,4.98,414.58
26.77,0.18,0.5,94.62,73.75,275.95,39.56,1.45,7.45,449.52
27.38,0.22,0.31,94.51,71.0,289.42,41.62,1.53,7.88,452.52
27.71,0.26,0.16,94.41,69.62,246.9,35.66,1.23,6.12,414.1
27.6,0.26,0.35,94.34,70.44,110.62,16.48,0.49,2.62,343.1
26.78,0.29,0.63,94.32,74.69,44.48,6.73,0.15,0.75,244.15
25.8,0.3,0.75,94.34,80.88,21.23,3.22,0.04,0.2,128.33
21.02,2.13,0.62,94.68,98.25,18.3,2.46,0.01,0.05,28.02
21.68,2.07,1.22,94.76,96.94,60.55,8.41,0.11,0.55,135.02
22.09,1.93,1.56,94.82,95.0,142.5,19.98,0.46,2.33,249.8
22.51,1.76,1.78,94.86,92.56,229.8,32.32,0.97,5.2,346.35
23.14,1.46,1.85,94.85,89.75,273.45,38.74,1.34,6.6,414.2
23.9,1.17,1.82,94.79,86.12,322.55,45.38,1.66,8.55,448.4
24.54,0.91,1.77,94.71,82.88,329.77,46.14,1.68,8.65,446.55
24.86,0.66,1.76,94.62,81.06,300.38,41.83,1.41,7.0,407.92
24.93,0.46,1.82,94.56,80.56,256.75,34.71,1.0,5.35,333.2
24.8,0.32,1.86,94.52,81.19,178.25,23.09,0.5,2.48,233.58
24.3,0.2,1.68,94.52,84.06,87.88,11.02,0.13,0.65,120.17
23.42,0.1,1.2,94.57,90.44,17.08,2.15,0.01,0.02,22.12
20.64,0.01,0.4,94.74,97.31,20.08,2.65,0.01,0.05,26.35
21.79,0.01,0.7,94.8,94.06,67.88,8.61,0.12,0.58,127.65
23.34,0.02,0.97,94.84,87.44,136.7,18.88,0.44,2.23,244.35
25.0,0.06,1.14,94.84,81.56,213.12,29.92,0.91,4.9,342.77
26.26,0.1,1.18,94.78,77.5,335.38,45.94,1.57,8.12,411.02
27.05,0.15,1.13,94.68,74.81,362.23,50.09,1.83,9.8,446.67
27.52,0.14,1.03,94.56,72.88,381.35,52.73,1.95,10.27,451.2
27.87,0.13,0.94,94.45,71.56,312.27,43.74,1.51,7.65,414.2
27.96,0.13,0.82,94.38,70.94,284.38,37.96,1.11,5.75,343.9
27.96,0.13,0.65,94.33,71.12,202.27,26.11,0.57,2.83,247.2
27.64,0.12,0.45,94.33,73.44,97.62,12.16,0.15,0.75,131.92
26.8,0.12,0.31,94.37,77.5,18.33,2.36,0.01,0.02,24.73
21.58,0.36,0.22,94.63,96.94,21.85,2.88,0.01,0.05,29.95
22.08,0.31,1.08,94.69,96.69,56.55,8.2,0.11,0.55,141.17
22.53,0.26,1.65,94.76,95.38,126.05,18.22,0.42,2.15,256.23
23.37,0.21,2.13,94.77,92.25,223.7,31.88,0.95,5.15,352.1
24.34,0.15,2.31,94.74,86.38,211.15,30.88,1.06,5.25,420.6
25.55,0.14,2.22,94.69,77.75,246.48,36.93,1.38,7.02,455.12
26.6,0.19,1.95,94.6,70.69,62.17,9.2,0.3,1.58,440.7
27.16,0.23,1.6,94.51,67.75,76.17,11.68,0.4,1.95,403.6
27.26,0.25,1.21,94.45,67.56,63.42,9.56,0.28,1.52,333.75
27.14,0.24,0.79,94.43,68.62,64.02,9.51,0.22,1.1,235.45
26.83,0.18,0.26,94.45,70.75,42.25,6.12,0.08,0.4,120.6
25.88,0.13,0.35,94.49,75.38,10.55,1.45,0.01,0.02,21.55
20.82,0.09,0.54,94.7,98.0,15.02,2.09,0.01,0.02,29.02
22.33,0.12,0.94,94.76,94.44,43.92,6.2,0.09,0.42,137.58
23.58,0.21,1.13,94.79,90.06,110.95,16.09,0.38,1.95,252.05
24.9,0.28,1.28,94.79,84.56,215.08,30.37,0.92,5.02,347.58
26.19,0.24,1.52,94.74,78.31,326.95,45.09,1.56,7.85,414.15
27.07,0.14,1.69,94.69,73.19,356.45,49.42,1.84,9.55,448.73
27.65,0.08,1.61,94.62,69.88,345.95,48.63,1.8,9.4,450.15
28.03,0.06,1.44,94.54,67.56,312.67,43.59,1.49,7.62,412.52
27.95,0.08,1.34,94.48,66.62,264.48,35.99,1.06,5.62,342.08
27.54,0.07,1.26,94.45,68.25,199.7,25.4,0.55,2.73,243.92
26.91,0.08,0.95,94.46,70.88,102.58,11.96,0.14,0.7,128.4
26.08,0.1,0.61,94.51,76.69,19.5,2.36,0.01,0.02,23.38
20.97,0.07,0.45,94.69,97.81,20.42,2.61,0.01,0.05,26.05
22.25,0.08,0.67,94.73,95.31,76.5,10.08,0.13,0.67,127.08
23.66,0.09,0.59,94.75,89.88,151.6,20.23,0.46,2.33,239.23
25.33,0.12,0.52,94.75,81.5,233.17,31.56,0.93,4.98,336.35
26.9,0.15,0.61,94.7,73.38,341.65,46.23,1.56,8.08,405.08
27.85,0.16,0.84,94.62,68.88,415.7,55.8,2.0,10.85,439.75
28.34,0.18,1.01,94.53,66.81,423.3,56.77,2.03,11.0,440.77
28.57,0.21,1.05,94.45,65.75,375.02,49.75,1.66,8.7,404.2
28.49,0.23,1.03,94.39,65.69,286.88,37.49,1.09,5.75,333.67
28.23,0.21,0.92,94.37,66.75,203.33,25.39,0.54,2.67,237.08
27.84,0.21,0.68,94.4,69.88,103.17,12.14,0.15,0.7,123.75
27.08,0.23,0.37,94.44,71.12,17.88,2.19,0.01,0.02,22.33
21.32,0.09,0.48,94.58,98.0,23.27,2.92,0.01,0.05,27.5
22.46,0.09,0.88,94.65,95.12,75.27,9.84,0.12,0.62,131.6
23.56,0.11,1.06,94.69,91.44,153.55,20.82,0.47,2.35,245.55
24.79,0.12,0.96,94.69,86.12,226.9,31.2,0.92,4.85,342.52
25.99,0.13,0.79,94.65,79.81,292.92,40.59,1.38,7.0,410.85
26.85,0.15,0.79,94.58,75.5,355.48,49.01,1.77,9.23,445.85
27.4,0.18,0.87,94.48,73.0,357.27,49.01,1.75,9.17,443.15
27.6,0.21,0.93,94.38,71.81,311.27,42.94,1.43,7.2,404.85
27.57,0.23,0.93,94.31,71.69,248.73,33.77,0.97,5.1,333.5
27.25,0.25,0.86,94.28,73.19,152.12,20.4,0.45,2.23,235.73
26.6,0.23,0.59,94.29,79.12,72.9,9.48,0.12,0.58,122.42
25.79,0.19,0.46,94.33,82.38,13.73,1.77,0.01,0.02,21.77
21.31,0.08,0.49,94.53,97.88,18.08,2.3,0.01,0.05,28.05
22.65,0.09,0.64,94.58,95.19,81.55,9.96,0.12,0.62,133.8
23.83,0.1,0.5,94.63,90.5,171.23,22.92,0.52,2.6,248.92
25.37,0.11,0.68,94.64,82.94,247.0,33.98,1.0,5.27,345.52
26.27,0.12,1.14,94.6,77.44,288.42,40.83,1.4,6.98,413.55
27.12,0.11,1.37,94.52,73.12,357.33,50.04,1.82,9.4,447.9
27.8,0.1,1.55,94.42,69.31,342.02,46.46,1.67,8.67,433.08
28.12,0.07,1.65,94.33,66.94,300.73,40.47,1.35,6.85,396.27
28.16,0.07,1.64,94.26,66.0,221.88,30.29,0.89,4.73,325.9
27.91,0.08,1.62,94.23,66.81,142.35,19.02,0.41,2.08,228.73
27.39,0.09,1.38,94.25,70.5,73.85,9.59,0.12,0.58,116.48
26.2,0.09,1.14,94.31,77.5,10.67,1.44,0.01,0.02,20.33
20.73,0.24,0.4,94.5,96.31,17.62,2.34,0.01,0.02,25.2
21.94,0.25,0.54,94.56,93.56,52.17,7.27,0.09,0.48,123.75
24.04,0.26,0.3,94.61,85.38,108.08,15.2,0.35,1.77,235.85
25.85,0.21,0.24,94.63,75.0,174.62,24.73,0.73,3.95,331.92
27.15,0.13,0.35,94.59,68.75,249.42,35.45,1.21,5.95,400.0
28.13,0.09,0.36,94.51,65.75,320.4,44.23,1.6,8.15,435.23
28.69,0.07,0.36,94.43,63.62,318.62,43.6,1.58,8.0,431.67
28.8,0.08,0.42,94.36,63.38,301.45,41.37,1.38,6.85,393.92
28.69,0.09,0.5,94.3,63.81,252.98,33.48,0.94,4.9,323.27
28.27,0.11,0.53,94.28,65.62,199.08,24.72,0.51,2.52,226.38
27.56,0.1,0.45,94.31,70.38,99.0,11.59,0.13,0.65,114.9
26.78,0.1,0.46,94.38,75.19,17.02,2.12,0.01,0.02,20.12
21.35,0.07,0.68,94.64,98.5,11.45,1.62,0.01,0.02,26.15
22.58,0.04,1.48,94.71,95.56,38.75,5.6,0.08,0.4,129.05
23.48,0.04,1.7,94.74,92.25,80.12,11.85,0.28,1.42,243.3
24.48,0.04,1.75,94.73,87.56,181.42,25.96,0.78,4.23,340.62
25.51,0.04,1.59,94.7,82.56,280.8,39.12,1.36,6.7,408.67
26.35,0.08,1.38,94.64,78.06,214.95,31.77,1.18,5.98,443.05
27.13,0.11,1.17,94.54,74.0,218.95,31.16,1.16,5.8,426.35
27.4,0.12,1.18,94.44,72.94,210.08,29.52,1.02,5.0,388.33
26.94,0.12,1.3,94.37,75.25,215.3,28.97,0.85,4.58,317.42
26.3,0.12,1.37,94.35,79.38,173.65,22.12,0.48,2.38,219.5
25.55,0.12,1.07,94.37,85.38,97.5,11.48,0.13,0.65,110.3
24.61,0.14,0.93,94.4,91.06,17.92,2.26,0.01,0.02,19.0
21.48,0.07,0.32,94.63,97.25,20.62,2.65,0.01,0.05,25.02
22.22,0.09,0.3,94.69,95.75,81.5,10.51,0.14,0.7,123.73
23.25,0.12,0.31,94.75,91.88,149.0,20.12,0.47,2.4,234.15
24.45,0.15,0.62,94.77,87.06,204.5,28.3,0.85,4.67,333.33
24.82,0.19,1.08,94.74,82.75,274.38,37.74,1.3,6.42,402.85
25.07,0.24,1.41,94.65,81.94,307.08,42.72,1.57,8.02,438.02
25.51,0.23,1.51,94.58,80.69,310.4,43.24,1.59,8.08,437.2
25.75,0.28,1.39,94.52,79.38,149.95,22.04,0.77,3.77,400.3
25.58,0.3,1.11,94.48,79.44,93.12,13.76,0.41,2.27,329.48
25.2,0.31,0.73,94.46,80.69,38.25,5.74,0.14,0.7,231.42
24.77,0.28,0.47,94.5,84.44,14.1,2.11,0.03,0.12,117.83
21.05,0.11,0.4,94.65,98.25,8.5,1.23,0.01,0.02,25.75
21.65,0.14,0.56,94.72,96.56,32.92,4.99,0.07,0.35,127.15
22.4,0.14,0.67,94.79,94.0,57.27,8.69,0.21,1.08,239.6
23.46,0.16,0.78,94.82,89.38,81.88,12.37,0.39,2.08,335.8
24.26,0.14,0.95,94.8,83.81,142.98,21.38,0.76,3.75,404.6
24.98,0.12,1.01,94.73,81.25,196.77,28.78,1.05,5.27,439.02
25.8,0.1,0.81,94.63,76.94,240.35,33.47,1.2,6.02,421.92
26.28,0.11,0.66,94.54,73.31,257.35,34.68,1.15,5.75,383.23
26.53,0.11,0.62,94.48,71.5,204.1,27.03,0.77,4.0,312.23
26.51,0.12,0.54,94.44,70.88,151.52,19.28,0.41,2.0,215.12
26.15,0.11,0.47,94.45,72.25,80.2,9.57,0.11,0.52,105.65
25.38,0.12,0.41,94.49,77.31,17.17,2.16,0.01,0.02,18.08
20.59,1.7,0.68,94.63,98.5,13.58,1.85,0.01,0.02,21.95
21.62,1.54,1.18,94.7,96.25,65.92,8.61,0.11,0.55,113.15
